No;Classes;Text
186;GOOD;"Saudi Arabia will increase government spending next year and slow an austerity drive as it struggles to lift the economy out of recession in the face of low oil prices, according to a state budget released on Tuesday.

Riyadh plans to increase spending to a record 978 billion riyals ($261 billion) in 2018, the finance ministry said. That is up from 890 billion riyals in the original 2017 budget plan and 926 billion riyals of actual spending this year.

As a result, the decline in the government's budget deficit will slow next year. The 2018 deficit is projected at 195 billion riyals, or 7.3 percent of gross domestic product, against an actual 230 billion riyals in 2017."
187;BAD;" U.S. securities regulators on Tuesday temporarily suspended trading in the shares of Crypto Company, a small firm that saw its stock rise more than 2,700 percent this month after signing a deal to buy a cryptocurrency data platform.

The U.S. Securities and Exchange Commission cited concerns about the ""accuracy and adequacy of information"" about the Malibu, California-based company available to investors. The suspension will remain in place until Jan. 3."
188;BAD;"Wall Street was lower on Tuesday after opening higher as Congress prepares to pass the biggest tax overhaul in 30 years.

The S&P 500 fell just over two and a half points or 0.10% as of 10:40 AM ET (15:40 GMT) while the Dow composite decreased 33 points or 0.14% and tech heavy NASDAQ Composite was down 19 points or 0.28%. (19 0.28) Technology stocks were mostly down in morning trading. Apple (NASDAQ:AAPL) fell 1.10% while Facebook (NASDAQ:FB) was down 1.11% and Netflix (NASDAQ:NFLX) slipped 1.19%. Amazon.com (NASDAQ:AMZN) inched down 0.41% while luxury car maker Tesla Inc (NASDAQ:TSLA) decreased 0.67%."
189;NEUTRAL;"n Europe stocks were mixed. In Germany the DAX fell 27 points or 0.21% while France’s CAC 40 decreased 17 points or 0.32% and in London the FTSE 100 gained 15 points or 0.21%. Meanwhile Spain’s IBEX 35 rose 11 points or 0.10% and the pan-European Euro Stoxx 50 was down 11 points or 0.42%.

In commodities, gold futures were flat at $1,265.50 a troy ounce while crude oil futures increased 0.52% to 57.52 a barrel. The U.S dollar index, which measures the greenback against a basket of six major currencies, fell 0.08% to 93.16."
190;GOOD;The S&P 500 futures rose just over one and a half points or 0.07% as of 6:46 AM ET (11:46 GMT) while Dow futures increased 37 points or 0.15%. Meanwhile tech heavy Nasdaq 100 futures was up over one and a half points or 0.03%. Telecommunications firm Nokia (HE:NOKIA) was among the top gainers in pre-market trading, rising 0.21% while On Track Innovations Ltd (NASDAQ:OTIV) surged 50.22%. Chinese e-commerce firm Vipshop Holdings Limited (NYSE:VIPS) increasing 5.02% after JD.com and Tencent invested $863 million in the company in a bid to combat rival e-commerce giant Alibaba (NYSE:BABA).
191;BAD;Elsewhere Apple (NASDAQ:AAPL) fell 0.93% after its chief in India left the company amid sluggish iPhone sales. IP firm Marathon Patent Group Inc (NASDAQ:MARA) was down 6.15% following news that the company was selling over a million shares of its common stock while power supply solutions firm Digital Power Corporation (NYSE:DPW) decreased 2.73%.
192;NEUTRAL;"In Europe stocks were mixed. Germany’s DAX fell nine points or 0.07% while in France the CAC 40 decreased seven points or 0.13% and in London, the FTSE 100 inched forward 11 points or 0.15%. Meanwhile the pan-European Euro Stoxx 50 was down five points or 0.16% while Spain’s IBEX 35 gained 20 points or 0.20%.

In commodities, gold futures rose 0.06% to $1,266.30 a troy ounce while crude oil futures increased 0.54% to $57.53 a barrel. The U.S. dollar index, which measures the greenback against a basket of six major currencies, fell 0.11% to 93.13."
193;GOOD;" European shares followed U.S. and Asian markets higher on Tuesday as investors awaited a long-anticipated U.S. tax reform bill which looks almost certain to pass this week.

The pan-European STOXX 600 (STOXX) rose 0.2 percent to a five-week high, maintaining Monday's momentum, although gains were more muted, with euro zone stocks and blue-chips (STOXX50E) up 0.1 percent. Shares in AMS (S:AMS), another chipmaker, rose 3 percent, but this wasn't enough to boost the tech sector, which fell back 0.1 percent. The highly-valued tech sector has weakened in recent weeks as investors shifted into bank stocks.

Shares in Anglo-South African financial services group Old Mutual (L:OML) gained 4.6 percent after the company said it would sell its Buxton UK wealth business to TA Associates for $800 million as part of a planned break-up.Germany-listed shares in South African retailer Steinhoff (DE:SNHG) rose 6.2 percent, building on a bounce from depressed levels the stock fell to as an accounting scandal broke.

Budget airline Ryanair (I:RYA) gained 4 percent, bouncing back after six straight sessions of losses caused by investors' concerns over the firm's decision to recognize unions.

Telecoms stocks were strong performers, boosted by a note from Morgan Stanley (NYSE:MS) arguing the industry could fare better in 2018 thanks to successful cost-cutting, stronger mobile revenue growth and lower cash tax rates.

Britain's FTSE 100 gained 0.3 percent, boosted by its weighting towards defensive, high dividend-paying stocks which investors favor when they sense uncertainty."
194;GOOD;"BHP Billiton (LON:BLT) (BHP +1.6%), Rio Tinto (LON:RIO) (RIO +1.7%), Vale (VALE +3.1%) and Fortescue Metals (OTCQX:FSUMF +1.4%) are all higher after iron ore futures surged 5.5%, the most in a month, on the Dalian Commodity Exchange, while the benchmark price for spot ore delivered to Qingdao jumped 3.7% to $74.15/dry ton, the highest since September.
“Tighter supply of some material has bolstered prices in the short term,” says Chinese brokerage Shanghai Cifco Futures, as China's environmental cleanup tightens the supply of higher-grade material that is less polluting and allows steelmakers to maximize production."
195;GOOD;"JPMorgan (NYSE:JPM) upgrades Twitter (NYSE:TWTR) from Hold to Overweight, raises the price target by $7 to $27, and calls the company one of the “top smid-cap ideas in 2018.”
Analyst Doug Anmuth’s predictions for 2018 include improvements in video and live streaming, a 10% DAU growth, an 8% ad revenue growth, and reaching GAAP profitability.
Anmuth recognizes that Twitter shares aren’t cheap at 11.8x 2019E EBITDA after rising 30% since Q3 earnings, but believes user and ad traction will create upside to 2018 consensus.
Twitter shares are up 5% premarket."
196;GOOD;Shares in defense group Thales (PA:TCFP) rose on Monday after chipmaker Gemalto (AS:GTO) accepted the French company's 4.8 billion euro ($5.66 billion) takeover bid to create a leader in digital security. Thales shares surged 7.81 percent to 93 euros at 0952 GMT, while Amsterdam-listed Gemalto's shares were up 5.47 percent at 49.38 euros, just below Thales' 51 euro per share basic offer.
197;NEUTRAL;"The head of Japan's Hitachi Ltd (T:6501) said the company was aiming to improve its operating margin to double digits by fiscal 2021 from current levels of around 7 percent.

Chief Executive Toshiaki Higashihara, in an interview to reporters, also said Hitachi was not interested in assets being put up for sale by General Electric (N:GE).

The U.S. conglomerate wants to get rid of at least $20 billion of assets through sales, spin-offs or other means to turn itself into a smaller, more focused company."
198;GOOD;"US stocks rallied on Friday amid renewed optimism on tax reform ahead of the release of the final tax bill that aims to overhaul the U.S. tax system.

The Dow Jones Industrial Average closed higher at 24651. The S&P 500 closed 0.9% higher, while the Nasdaq Composite closed at 6936.58, up 1.17%.

The major averages rose sharply as uncertainty over the progress of tax reform eased following reports that Republicans secured enough votes for the bill's passage. Industrial production—a measure of output at factories, mines and utilities—rose a seasonally adjusted 0.2% in November from the prior month, the Federal Reserve said Friday. This was slightly below the 0.3% rise forecast by economists.

In corporate news, meanwhile, Costco (NASDAQ:COST) closed more than 3% higher following a bullish earnings report that beat on both top and bottom lines."
